@ID,CUSTOMER,CATEGORY,CURRENCY,ONLINE.ACTUAL.BAL,WORKING.BALANCE,OPENING.DATE
2001072,100091,1001,EUR,94137023,94137023,20250804
2001073,100599,6001,XAF,40257604,40257604,20240428
2001074,100441,1001,EUR,356234130,356234130,20250802
2001075,100778,6001,XAF,225302568,225302568,20241230
2001076,100155,6001,XAF,495473505,495473505,20230516
2001077,100791,1001,USD,291028467,291028467,20250908
2001078,100191,1001,XAF,151725870,151725870,20231118
2001079,100059,6001,XAF,356149810,356149810,20240801
2001080,100279,6001,EUR,23332082,23332082,20240625
2001081,100604,6001,XAF,192828308,192828308,20231226
2001082,100166,6001,XAF,342378117,342378117,20231105
2001083,100274,1001,XAF,267570340,267570340,20231009
2001084,100708,1001,EUR,365299495,365299495,20250829
2001085,100151,1001,XAF,37234583,37234583,20240824
2001086,100545,1001,XAF,490523310,490523310,20240222
2001087,100923,1001,XAF,392352259,392352259,20250530
2001088,100024,1001,XAF,201820378,201820378,20250202
2001089,100249,6001,XAF,410884907,410884907,20240727
2001090,100174,1001,XAF,38838781,38838781,20241121
2001091,100658,6001,EUR,76291743,76291743,20251107
2001092,100743,6001,XAF,140669354,140669354,20250322
2001093,100242,1001,XAF,226088634,226088634,20250907
2001094,100590,6001,XAF,338496346,338496346,20241008
2001095,100468,6001,XAF,219019854,219019854,20250829
2001096,100307,6001,XAF,68306526,68306526,20250707
2001097,100184,6001,XAF,414581144,414581144,20251202
2001098,100908,6001,XAF,51692054,51692054,20230722
2001099,100873,1001,XAF,99295925,99295925,20230810
2001100,100427,1001,XAF,296766121,296766121,20240305
2001101,100557,6001,XAF,137827426,137827426,20241018
2001102,100748,1001,XAF,428559568,428559568,20250421
2001103,100346,6001,XAF,156558404,156558404,20250411
2001104,100012,1001,XAF,479467527,479467527,20250428
2001105,100148,6001,EUR,417651462,417651462,20240705
2001106,100468,1001,XAF,66234237,66234237,20230521
2001107,100913,1001,XAF,257555105,257555105,20241203
2001108,100228,1001,XAF,158196554,158196554,20240423
2001109,100735,1001,XAF,364969485,364969485,20250107
2001110,100090,6001,XAF,20111788,20111788,20230707
2001111,100546,1001,XAF,406845464,406845464,20240530
2001112,100150,6001,XAF,298234532,298234532,20240816
2001113,100707,6001,XAF,458943200,458943200,20230621
2001114,100323,1001,XAF,411938322,411938322,20230819
2001115,100903,6001,XAF,490933217,490933217,20230821
2001116,100689,1001,EUR,122960621,122960621,20230914
2001117,100889,1001,XAF,475709945,475709945,20240706
2001118,100580,1001,XAF,377794830,377794830,20240320
2001119,100632,1001,XAF,276491919,276491919,20230528
2001120,100264,1001,XAF,239899114,239899114,20231007
2001121,100784,1001,XAF,26370340,26370340,20250712
2001122,100906,6001,XAF,36432837,36432837,20240412
2001123,100545,1001,XAF,32364710,32364710,20250302
2001124,100517,6001,XAF,37246289,37246289,20250831
2001125,100560,6001,XAF,28270868,28270868,20230629
2001126,100182,1001,XAF,196600691,196600691,20240419
2001127,100276,1001,XAF,138913215,138913215,20250618
2001128,100998,1001,XAF,222105064,222105064,20251024
2001129,100870,6001,XAF,83496077,83496077,20250430
2001130,100534,1001,XAF,76970758,76970758,20240903
2001131,100323,1001,EUR,369102320,369102320,20230716
2001132,100445,6001,EUR,333621159,333621159,20241205
2001133,100755,1001,XAF,160630190,160630190,20230611
2001134,100330,6001,XAF,44889446,44889446,20240215
2001135,100612,6001,EUR,348125427,348125427,20240208
2001136,100624,1001,XAF,284795134,284795134,20250624
2001137,100662,6001,XAF,44171328,44171328,20231030
2001138,100534,1001,XAF,200556322,200556322,20250326
2001139,100200,6001,XAF,373723837,373723837,20250807
2001140,100212,1001,XAF,426598541,426598541,20240730
2001141,100403,1001,XAF,335124235,335124235,20231120
2001142,100184,6001,XAF,350121936,350121936,20250115
2001143,100153,6001,XAF,41784167,41784167,20230610
2001144,100382,6001,XAF,220670264,220670264,20250113
2001145,100856,6001,XAF,239095886,239095886,20231121
2001146,100688,1001,XAF,430595207,430595207,20241201
2001147,100941,1001,XAF,151158354,151158354,20250617
2001148,100553,1001,XAF,168404009,168404009,20230420
2001149,100131,6001,XAF,265300653,265300653,20230511
2001150,100599,6001,XAF,429726167,429726167,20250506
2001151,100851,1001,XAF,498147251,498147251,20250625
2001152,100751,6001,EUR,75018602,75018602,20230923
2001153,100213,1001,XAF,103089355,103089355,20250521
2001154,100874,1001,EUR,225370742,225370742,20240429
2001155,100108,1001,XAF,499142745,499142745,20250509
2001156,100619,1001,XAF,387188356,387188356,20250811
2001157,100564,1001,XAF,393365087,393365087,20241130
2001158,100611,6001,XAF,311938938,311938938,20250923
2001159,100012,1001,EUR,203787932,203787932,20240617
2001160,100884,1001,EUR,279363644,279363644,20241001
2001161,100097,6001,XAF,482374475,482374475,20250913
2001162,100610,1001,XAF,304416836,304416836,20231024
2001163,100051,6001,USD,173122603,173122603,20240205
2001164,100664,6001,XAF,24197297,24197297,20230423
2001165,100647,1001,EUR,106075574,106075574,20250808
2001166,100796,6001,USD,37554746,37554746,20241201
2001167,100120,1001,USD,387100298,387100298,20250226
2001168,100367,1001,XAF,290838987,290838987,20231025
2001169,100585,6001,XAF,77412098,77412098,20230525
2001170,100115,6001,XAF,194271391,194271391,20240123
2001171,100488,1001,XAF,66566578,66566578,20231201
2001172,100749,1001,USD,261122558,261122558,20240429
2001173,100795,1001,EUR,321870579,321870579,20240322
2001174,100733,1001,XAF,85160010,85160010,20250519
2001175,100309,1001,XAF,56490588,56490588,20250324
2001176,100058,6001,XAF,243388689,243388689,20240807
2001177,100072,1001,XAF,120202491,120202491,20230724
2001178,100776,1001,XAF,137097616,137097616,20230912
2001179,100098,1001,XAF,392784299,392784299,20250621
2001180,100610,6001,EUR,143048125,143048125,20230421
2001181,100895,1001,XAF,120515273,120515273,20250110
2001182,100868,6001,XAF,56606327,56606327,20231128
2001183,100000,1001,XAF,229430055,229430055,20241124
2001184,100801,6001,XAF,482541742,482541742,20230429
2001185,100390,1001,XAF,133904643,133904643,20231111
2001186,100005,1001,XAF,152709950,152709950,20250418
2001187,100345,1001,USD,323338464,323338464,20230417
2001188,100350,6001,XAF,97996894,97996894,20230320
2001189,100517,1001,XAF,281655725,281655725,20230816
2001190,100716,6001,XAF,156136035,156136035,20240104
2001191,100779,6001,XAF,316447158,316447158,20231111
2001192,100123,1001,EUR,133202637,133202637,20230524
2001193,100541,6001,XAF,108085256,108085256,20250220
2001194,100182,1001,XAF,378642450,378642450,20240916
2001195,100837,6001,XAF,141790127,141790127,20241106
2001196,100208,1001,EUR,256902948,256902948,20231018
2001197,100515,6001,XAF,400075223,400075223,20240120
2001198,100806,1001,XAF,448439750,448439750,20230509
2001199,100198,1001,XAF,424629870,424629870,20241221
2001200,100572,1001,XAF,185818956,185818956,20251018
2001201,100544,6001,XAF,134767017,134767017,20240601
2001202,100699,1001,XAF,406230885,406230885,20240630
2001203,100317,1001,EUR,329418450,329418450,20250622
2001204,100436,6001,XAF,97845311,97845311,20251110
2001205,100526,6001,XAF,283816869,283816869,20240322
2001206,100718,6001,XAF,138564491,138564491,20250827
2001207,100735,1001,XAF,94155532,94155532,20230917
2001208,100091,1001,XAF,344125192,344125192,20241114
2001209,100450,1001,XAF,83269197,83269197,20240627
2001210,100725,6001,EUR,130276883,130276883,20230723
2001211,100058,6001,XAF,432286195,432286195,20241105
2001212,100736,1001,XAF,366054013,366054013,20250226
2001213,100075,6001,XAF,311734677,311734677,20230920
2001214,100289,1001,XAF,34840780,34840780,20230820
2001215,100989,6001,XAF,135818514,135818514,20230514
2001216,100885,6001,USD,51560341,51560341,20230620
2001217,100426,1001,USD,292059558,292059558,20250220
2001218,100432,6001,XAF,411117008,411117008,20240326
2001219,100687,1001,XAF,50443844,50443844,20240612
2001220,100188,1001,USD,59261886,59261886,20240111
2001221,100096,1001,XAF,32750052,32750052,20231004
2001222,100269,6001,XAF,281409540,281409540,20250214
2001223,100271,1001,XAF,63366575,63366575,20250527
2001224,100421,1001,XAF,391320698,391320698,20231227
2001225,100838,6001,USD,231441618,231441618,20250506
2001226,100912,1001,XAF,476295670,476295670,20250920
2001227,100518,1001,EUR,412621629,412621629,20231002
2001228,100636,6001,XAF,75088991,75088991,20251104
2001229,100957,1001,EUR,31854032,31854032,20251011
2001230,100184,1001,XAF,379157406,379157406,20250819
2001231,100340,6001,XAF,73433762,73433762,20230729
2001232,100959,1001,XAF,370513830,370513830,20241208
2001233,100405,1001,XAF,59294841,59294841,20230514
2001234,100798,1001,XAF,342720279,342720279,20250109
2001235,100289,1001,XAF,79349204,79349204,20241203
2001236,100692,1001,EUR,480182376,480182376,20230713
2001237,100175,6001,USD,366130825,366130825,20230813
2001238,100964,1001,XAF,331645398,331645398,20250801
2001239,100301,6001,USD,313050419,313050419,20230627
2001240,100320,6001,XAF,186944122,186944122,20250910
2001241,100819,1001,XAF,145474880,145474880,20250319
2001242,100273,6001,XAF,73420532,73420532,20250609
2001243,100203,1001,XAF,355697355,355697355,20241103
2001244,100584,6001,XAF,373776584,373776584,20250228
2001245,100600,6001,XAF,86635853,86635853,20230417
2001246,100310,6001,XAF,319513256,319513256,20240903
2001247,100301,1001,XAF,176146270,176146270,20240717
2001248,100206,1001,XAF,254826239,254826239,20250127
2001249,100688,1001,XAF,218945804,218945804,20240121
2001250,100090,6001,XAF,206203564,206203564,20240716
2001251,100512,6001,XAF,256229130,256229130,20240406
2001252,100051,1001,XAF,285786800,285786800,20251024
2001253,100512,1001,XAF,115489165,115489165,20250512
2001254,100150,1001,EUR,191237420,191237420,20250331
2001255,100582,6001,XAF,73018392,73018392,20250711
2001256,100816,1001,XAF,92085846,92085846,20250503
2001257,100981,1001,USD,239486262,239486262,20230410
2001258,100978,1001,XAF,20931414,20931414,20250205
2001259,100605,1001,XAF,483303369,483303369,20230723
2001260,100686,6001,EUR,406524469,406524469,20240921
2001261,100419,1001,XAF,115226974,115226974,20250117
2001262,100897,1001,USD,181159359,181159359,20241206
2001263,100971,1001,XAF,434203492,434203492,20231118
2001264,100095,6001,XAF,254787906,254787906,20240603
2001265,100658,1001,USD,118994592,118994592,20240525
2001266,100825,1001,USD,380785592,380785592,20240905
2001267,100031,6001,XAF,344727685,344727685,20230502
2001268,100291,1001,USD,41369918,41369918,20251012
2001269,100236,6001,XAF,67640102,67640102,20230617
2001270,100660,6001,XAF,242358206,242358206,20250919
2001271,100330,6001,XAF,442391866,442391866,20250511
2001272,100928,6001,XAF,275917383,275917383,20241003
2001273,100932,1001,XAF,382178602,382178602,20240120
2001274,100908,1001,XAF,72806324,72806324,20250509
2001275,100567,1001,XAF,366472941,366472941,20250804
2001276,100048,6001,XAF,451103041,451103041,20240702
2001277,100755,1001,XAF,112478671,112478671,20250923
2001278,100307,6001,XAF,463367567,463367567,20240903
2001279,100404,6001,XAF,324563856,324563856,20230405
2001280,100702,6001,USD,20282185,20282185,20240215
2001281,100019,6001,XAF,75917365,75917365,20231111
2001282,100022,6001,XAF,456357268,456357268,20240905
2001283,100392,6001,EUR,159885798,159885798,20231013
2001284,100639,6001,XAF,199704831,199704831,20240814
2001285,100962,1001,XAF,34750753,34750753,20250105
2001286,100945,1001,XAF,161349845,161349845,20250511
2001287,100920,1001,XAF,34194268,34194268,20240906
2001288,100068,6001,USD,299113393,299113393,20250806
2001289,100560,6001,XAF,222850277,222850277,20250825
2001290,100537,6001,XAF,224681653,224681653,20241108
2001291,100306,1001,XAF,257025525,257025525,20231213
2001292,100057,1001,XAF,165187611,165187611,20230717
2001293,100428,1001,XAF,202955373,202955373,20250213
2001294,100334,1001,XAF,156916485,156916485,20240721
2001295,100595,1001,XAF,486656568,486656568,20240122
2001296,100758,1001,XAF,498778351,498778351,20240916
2001297,100192,6001,XAF,281903779,281903779,20240506
2001298,100453,6001,XAF,333199323,333199323,20250227
2001299,100856,1001,XAF,154737638,154737638,20241127
2001300,100078,6001,XAF,255953076,255953076,20250805
2001301,100162,1001,XAF,289044654,289044654,20240102
2001302,100008,6001,XAF,297250350,297250350,20251014
2001303,100114,6001,XAF,160067686,160067686,20250328
2001304,100842,1001,XAF,26920929,26920929,20250219
2001305,100426,1001,XAF,244338655,244338655,20240211
2001306,100757,6001,XAF,499407879,499407879,20241201
2001307,100826,1001,USD,292928400,292928400,20250907
2001308,100824,6001,XAF,67770435,67770435,20231201
2001309,100538,6001,XAF,495260953,495260953,20250318
2001310,100266,1001,XAF,277001169,277001169,20240920
2001311,100964,1001,XAF,200239247,200239247,20231029
2001312,100515,6001,EUR,333248691,333248691,20250412
2001313,100645,1001,XAF,57439066,57439066,20250915
2001314,100222,6001,XAF,95029188,95029188,20240527
2001315,100327,6001,XAF,119252972,119252972,20240130
2001316,100018,6001,XAF,164908347,164908347,20240525
2001317,100261,6001,XAF,280979586,280979586,20240724
2001318,100749,6001,EUR,35726136,35726136,20231008
2001319,100445,1001,XAF,391075091,391075091,20250903
2001320,100499,1001,XAF,497811717,497811717,20230805
2001321,100046,6001,XAF,58501717,58501717,20240218
2001322,100044,1001,XAF,350212163,350212163,20250126
2001323,100833,6001,XAF,89156104,89156104,20230729
2001324,100610,1001,XAF,272001674,272001674,20251114
2001325,100748,1001,XAF,414630734,414630734,20240816
2001326,100690,1001,XAF,377038979,377038979,20240602
2001327,100033,1001,XAF,331679529,331679529,20240718
2001328,100376,6001,XAF,482188409,482188409,20251023
2001329,100520,6001,XAF,313433145,313433145,20240129
2001330,100619,6001,XAF,410915912,410915912,20230916
2001331,100504,6001,XAF,204277492,204277492,20250718
2001332,100087,1001,XAF,34553281,34553281,20240423
2001333,100598,1001,USD,144335227,144335227,20240426
2001334,100073,1001,XAF,482148849,482148849,20230627
2001335,100463,6001,XAF,459437822,459437822,20231031
2001336,100136,6001,XAF,408458397,408458397,20250902
2001337,100026,6001,XAF,283986062,283986062,20250823
2001338,100561,6001,XAF,436218977,436218977,20230405
2001339,100483,1001,USD,474514012,474514012,20231002
2001340,100133,6001,XAF,375736366,375736366,20250629
2001341,100419,1001,XAF,224461545,224461545,20240218
2001342,100088,1001,XAF,196955391,196955391,20250525
2001343,100318,1001,XAF,388537096,388537096,20250405
2001344,100479,1001,XAF,497737560,497737560,20240814
2001345,100558,6001,XAF,254985203,254985203,20250814
2001346,100301,1001,USD,24593742,24593742,20250402
2001347,100236,6001,XAF,463684959,463684959,20251030
2001348,100027,6001,XAF,297496025,297496025,20251106
2001349,100904,6001,XAF,65062160,65062160,20240518
2001350,100346,6001,XAF,163764175,163764175,20241216
2001351,100692,6001,USD,480131591,480131591,20250610
2001352,100064,1001,XAF,280684634,280684634,20240920
2001353,100537,1001,XAF,80168594,80168594,20250528
2001354,100962,6001,XAF,131627843,131627843,20241103
2001355,100358,6001,XAF,402430995,402430995,20251115
2001356,100958,6001,EUR,443420898,443420898,20231221
2001357,100529,1001,XAF,266720185,266720185,20250508
2001358,100756,1001,XAF,66063721,66063721,20240905
2001359,100598,6001,XAF,298886604,298886604,20231118
2001360,100410,1001,XAF,76347252,76347252,20241011
2001361,100745,1001,XAF,27708628,27708628,20230904
2001362,100800,1001,XAF,395380022,395380022,20250802
2001363,100667,1001,XAF,207661301,207661301,20250514
2001364,100338,1001,XAF,397440685,397440685,20230808
2001365,100629,1001,XAF,401742381,401742381,20250930
2001366,100725,1001,XAF,400172112,400172112,20230803
2001367,100956,1001,XAF,90189206,90189206,20240531
2001368,100129,1001,XAF,355399951,355399951,20240421
2001369,100251,1001,XAF,235885358,235885358,20250728
2001370,100640,6001,USD,476108753,476108753,20251112
2001371,100770,6001,XAF,427699668,427699668,20250327
2001372,100076,6001,XAF,101891895,101891895,20230729
2001373,100289,6001,XAF,113924131,113924131,20240626
2001374,100693,1001,XAF,174546671,174546671,20231009
2001375,100925,1001,XAF,249484562,249484562,20230909
2001376,100964,1001,XAF,380044088,380044088,20240506
2001377,100641,6001,XAF,87562858,87562858,20250320
2001378,100154,1001,XAF,372503230,372503230,20240923
2001379,100911,1001,XAF,108802535,108802535,20241024
2001380,100393,1001,XAF,310927526,310927526,20240613
2001381,100691,1001,XAF,63877974,63877974,20231026
2001382,100902,6001,XAF,142378345,142378345,20251126
2001383,100180,6001,XAF,49063407,49063407,20250424
2001384,100874,1001,XAF,456067562,456067562,20241231
2001385,100582,6001,XAF,174853630,174853630,20240425
2001386,100579,6001,XAF,69749572,69749572,20251130
2001387,100105,6001,XAF,362120089,362120089,20240721
2001388,100969,6001,XAF,125575763,125575763,20241111
2001389,100315,6001,XAF,213003941,213003941,20250328
2001390,100334,1001,XAF,316947447,316947447,20241031
2001391,100417,1001,XAF,113319322,113319322,20240806
2001392,100745,1001,XAF,115488646,115488646,20230827
2001393,100247,1001,XAF,133210282,133210282,20240405
2001394,100617,6001,USD,58367396,58367396,20250419
2001395,100805,1001,XAF,190654441,190654441,20231129
2001396,100794,1001,EUR,385051559,385051559,20240827
2001397,100989,1001,XAF,240095250,240095250,20240916
2001398,100150,6001,XAF,227139802,227139802,20251013
2001399,100391,1001,XAF,161263567,161263567,20250222
2001400,100239,1001,EUR,359425074,359425074,20231207
2001401,100368,1001,USD,103908971,103908971,20240602
2001402,100487,6001,XAF,277500055,277500055,20240213
2001403,100479,6001,XAF,172994835,172994835,20240921
2001404,100924,1001,XAF,62955482,62955482,20250922
2001405,100609,6001,USD,315343993,315343993,20230922
2001406,100951,6001,XAF,448911176,448911176,20240922
2001407,100192,1001,XAF,46818656,46818656,20251126
2001408,100662,6001,USD,121588078,121588078,20250307
2001409,100707,1001,XAF,404699735,404699735,20230906
2001410,100218,6001,XAF,66937201,66937201,20230728
2001411,100135,6001,XAF,362355066,362355066,20250212
2001412,100163,1001,XAF,66480585,66480585,20250525
2001413,100177,1001,XAF,206460604,206460604,20230421
2001414,100450,6001,XAF,142220494,142220494,20250820
2001415,100668,6001,USD,35541520,35541520,20250807
2001416,100847,6001,USD,169094376,169094376,20240102
2001417,100561,6001,XAF,30893966,30893966,20230731
2001418,100372,1001,XAF,181887561,181887561,20230709
2001419,100165,6001,XAF,252393996,252393996,20240802
2001420,100149,1001,XAF,52148610,52148610,20240111
2001421,100818,6001,XAF,48442168,48442168,20240125
2001422,100780,1001,XAF,249079763,249079763,20250903
2001423,100886,6001,XAF,391152656,391152656,20230808
2001424,100039,6001,XAF,354076861,354076861,20250204
2001425,100779,6001,XAF,161868595,161868595,20251116
2001426,100443,6001,USD,498493508,498493508,20250222
2001427,100492,1001,XAF,202721129,202721129,20231227
2001428,100303,1001,USD,268395141,268395141,20231227
2001429,100567,6001,XAF,72152595,72152595,20251109
2001430,100124,6001,XAF,92761309,92761309,20240808
2001431,100399,1001,XAF,39803090,39803090,20231119
2001432,100248,6001,XAF,245087749,245087749,20250827
2001433,100868,1001,EUR,356821168,356821168,20230330
2001434,100683,1001,USD,186108459,186108459,20250224
2001435,100656,6001,XAF,72390061,72390061,20250112
2001436,100583,1001,XAF,49623046,49623046,20250220
2001437,100138,1001,XAF,423890739,423890739,20240208
2001438,100062,1001,XAF,324802708,324802708,20230719
2001439,100466,6001,XAF,105330221,105330221,20250722
2001440,100497,1001,XAF,444776358,444776358,20230608
2001441,100811,1001,XAF,203240046,203240046,20251121
2001442,100423,1001,EUR,289099673,289099673,20250616
2001443,100054,1001,XAF,301703673,301703673,20241110
2001444,100294,1001,XAF,454111786,454111786,20240820
2001445,100908,1001,EUR,482306728,482306728,20240313
2001446,100889,6001,XAF,73351394,73351394,20230509
2001447,100912,6001,EUR,182838217,182838217,20231127
2001448,100701,6001,XAF,415788649,415788649,20230518
2001449,100474,1001,XAF,45801726,45801726,20250905
2001450,100465,6001,XAF,431053401,431053401,20250302
2001451,100618,6001,XAF,272288129,272288129,20241022
2001452,100469,6001,EUR,430575922,430575922,20241021
2001453,100318,1001,XAF,151322986,151322986,20230921
2001454,100549,6001,XAF,48767534,48767534,20250808
2001455,100904,6001,XAF,282018254,282018254,20241126
2001456,100032,1001,XAF,360015395,360015395,20231109
2001457,100266,6001,XAF,309671996,309671996,20240827
2001458,100890,1001,USD,104721574,104721574,20240522
2001459,100873,6001,XAF,282051205,282051205,20240323
2001460,100278,6001,USD,438086128,438086128,20240927
2001461,100660,1001,USD,165178231,165178231,20250617
2001462,100959,1001,XAF,323132728,323132728,20250216
2001463,100111,1001,XAF,368951846,368951846,20250823
2001464,100205,1001,XAF,358487954,358487954,20250310
2001465,100159,6001,XAF,333314875,333314875,20230907
2001466,100102,1001,XAF,388514608,388514608,20231116
2001467,100720,1001,XAF,286756082,286756082,20231209
2001468,100908,6001,XAF,127822600,127822600,20240103
2001469,100338,1001,XAF,61678474,61678474,20230916
2001470,100470,6001,XAF,325611069,325611069,20240229
2001471,100263,1001,XAF,207995737,207995737,20250727
2001472,100121,1001,XAF,464145455,464145455,20230524
2001473,100568,1001,EUR,225869743,225869743,20250219
2001474,100948,6001,XAF,335699163,335699163,20250716
2001475,100535,1001,XAF,242547291,242547291,20250521
2001476,100339,6001,XAF,499897193,499897193,20231125
2001477,100155,1001,USD,117856922,117856922,20251115
2001478,100843,1001,XAF,109363582,109363582,20240312
2001479,100686,6001,XAF,363106838,363106838,20240512
2001480,100442,1001,XAF,493093435,493093435,20230430
2001481,100849,1001,EUR,396350892,396350892,20230902
2001482,100944,1001,XAF,294952481,294952481,20240331
2001483,100075,1001,XAF,120734373,120734373,20240424
2001484,100610,1001,XAF,199308824,199308824,20230930
2001485,100022,1001,XAF,109626486,109626486,20240908
2001486,100523,1001,USD,118772091,118772091,20230406
2001487,100002,6001,EUR,472761249,472761249,20251022
2001488,100980,6001,XAF,253532712,253532712,20241010
2001489,100101,1001,XAF,245671117,245671117,20230922
2001490,100358,1001,XAF,126232680,126232680,20230407
2001491,100036,1001,XAF,232357298,232357298,20240716
2001492,100914,6001,XAF,104623372,104623372,20250310
2001493,100389,1001,XAF,432974448,432974448,20230419
2001494,100652,1001,XAF,480785045,480785045,20231015
2001495,100615,1001,XAF,99653208,99653208,20251105
2001496,100951,6001,XAF,266228663,266228663,20241016
2001497,100434,6001,USD,421452029,421452029,20240927
2001498,100436,1001,XAF,480959588,480959588,20250203
2001499,100636,1001,XAF,317191039,317191039,20250525
2001500,100591,6001,XAF,326851113,326851113,20251116
2001501,100265,6001,XAF,355074886,355074886,20240120
2001502,100154,6001,XAF,153351499,153351499,20241022
2001503,100470,6001,XAF,227545765,227545765,20230517
2001504,100308,1001,XAF,497109815,497109815,20251116
2001505,100017,6001,XAF,65488227,65488227,20240227
2001506,100454,6001,XAF,234629025,234629025,20241204
2001507,100439,6001,XAF,127702085,127702085,20240221
2001508,100654,6001,EUR,97095324,97095324,20240918
2001509,100180,6001,USD,78601366,78601366,20231020
2001510,100197,6001,XAF,443853768,443853768,20230821
2001511,100551,6001,EUR,126092592,126092592,20230611
2001512,100552,6001,XAF,219681669,219681669,20241103
2001513,100799,1001,XAF,31543862,31543862,20231228
2001514,100839,1001,XAF,375971149,375971149,20231111
2001515,100217,6001,XAF,442624249,442624249,20240401
2001516,100883,6001,XAF,376340806,376340806,20240725
2001517,100757,1001,XAF,179904968,179904968,20240413
2001518,100340,1001,XAF,335067840,335067840,20250208
2001519,100791,1001,XAF,257326250,257326250,20250423
2001520,100856,6001,XAF,449202128,449202128,20250923
2001521,100819,1001,XAF,119629675,119629675,20241004
2001522,100470,6001,EUR,331987409,331987409,20250507
2001523,100622,1001,EUR,149403923,149403923,20230712
2001524,100640,6001,EUR,201655115,201655115,20240202
2001525,100197,1001,XAF,100237688,100237688,20250622
2001526,100939,1001,XAF,262154935,262154935,20250627
2001527,100057,1001,XAF,453842831,453842831,20241015
2001528,100207,6001,XAF,64672185,64672185,20241115
2001529,100484,1001,XAF,246723018,246723018,20240812
2001530,100972,1001,XAF,165588150,165588150,20231008
2001531,100847,1001,XAF,86756611,86756611,20240105
2001532,100823,6001,XAF,335224248,335224248,20240307
2001533,100622,6001,XAF,350846190,350846190,20240519
2001534,100028,6001,XAF,248894365,248894365,20250314
2001535,100468,6001,EUR,28667762,28667762,20231204
2001536,100829,6001,XAF,103097481,103097481,20231021
2001537,100487,1001,XAF,422407603,422407603,20250204
2001538,100982,6001,XAF,163158236,163158236,20250813
2001539,100093,6001,XAF,425009397,425009397,20240316
2001540,100182,1001,XAF,221042962,221042962,20230522
2001541,100037,6001,XAF,351739461,351739461,20231022
2001542,100776,6001,XAF,262309147,262309147,20250518
2001543,100536,6001,EUR,460308420,460308420,20231123
2001544,100710,1001,XAF,92073467,92073467,20250321
2001545,100098,1001,XAF,494033849,494033849,20250416
2001546,100020,1001,XAF,156797131,156797131,20250112
2001547,100146,1001,XAF,238291178,238291178,20250430
2001548,100715,1001,XAF,484164623,484164623,20241218
2001549,100143,1001,XAF,416559000,416559000,20230416
2001550,100945,1001,XAF,363753511,363753511,20240918
2001551,100459,1001,XAF,441124303,441124303,20230618
2001552,100422,6001,XAF,324558550,324558550,20240312
2001553,100349,1001,XAF,22409748,22409748,20250627
2001554,100465,6001,XAF,391097255,391097255,20230613
2001555,100214,6001,XAF,195648480,195648480,20250525
2001556,100788,1001,XAF,80974977,80974977,20231108
2001557,100723,6001,XAF,35847990,35847990,20250122
2001558,100838,1001,XAF,108409010,108409010,20241218
2001559,100980,1001,XAF,187283800,187283800,20230318
2001560,100658,1001,XAF,276168353,276168353,20250225
2001561,100508,1001,XAF,434814474,434814474,20240217
2001562,100309,6001,XAF,52078816,52078816,20231202
2001563,100717,1001,XAF,465224059,465224059,20231119
2001564,100085,1001,XAF,444424693,444424693,20241208
2001565,100312,6001,XAF,491368547,491368547,20250514
2001566,100827,1001,XAF,489672268,489672268,20230416
2001567,100374,6001,XAF,378274488,378274488,20230509
2001568,100048,6001,XAF,407288682,407288682,20250930
2001569,100091,6001,XAF,411297311,411297311,20250529
2001570,100826,1001,USD,36571868,36571868,20250424
2001571,100344,1001,XAF,350103249,350103249,20241002
2001572,100937,1001,USD,266667892,266667892,20241226
2001573,100840,1001,XAF,268038648,268038648,20250429
2001574,100056,1001,XAF,478253554,478253554,20240810
2001575,100670,6001,XAF,406504640,406504640,20240530
2001576,100429,1001,XAF,158647465,158647465,20230812
2001577,100148,1001,XAF,116088891,116088891,20250108
2001578,100407,1001,XAF,439036820,439036820,20240524
2001579,100503,1001,XAF,429751032,429751032,20230910
2001580,100914,6001,XAF,234444161,234444161,20230614
2001581,100608,6001,XAF,496005523,496005523,20250721
2001582,100369,6001,XAF,115133637,115133637,20231215
2001583,100261,6001,EUR,334972876,334972876,20250722
2001584,100555,6001,XAF,296442983,296442983,20240411
2001585,100387,6001,XAF,462514074,462514074,20250412
2001586,100636,1001,XAF,347850149,347850149,20240822
2001587,100626,6001,XAF,243444778,243444778,20250703
2001588,100893,6001,XAF,38518341,38518341,20250302
2001589,100508,1001,XAF,26877831,26877831,20230917
2001590,100669,1001,XAF,196139938,196139938,20230716
2001591,100622,6001,XAF,331798710,331798710,20250125
2001592,100078,6001,XAF,355123842,355123842,20250314
2001593,100088,1001,XAF,227249785,227249785,20230601
2001594,100622,1001,XAF,466674024,466674024,20241108
2001595,100674,6001,XAF,252970873,252970873,20250330
2001596,100493,1001,XAF,224848824,224848824,20240731
2001597,100830,6001,XAF,449014377,449014377,20250108
2001598,100624,6001,XAF,134964194,134964194,20240308
2001599,100280,1001,EUR,127214121,127214121,20251005
2001600,100569,1001,XAF,413280644,413280644,20230629
2001601,100826,1001,XAF,267616355,267616355,20231231
2001602,100855,1001,XAF,286585524,286585524,20241018
2001603,100597,1001,USD,180456493,180456493,20250331
2001604,100189,1001,XAF,251170043,251170043,20250219
2001605,100499,6001,XAF,306348237,306348237,20250428
2001606,100753,1001,XAF,84455794,84455794,20230707
2001607,100988,6001,XAF,171732689,171732689,20231203
2001608,100116,6001,XAF,39921423,39921423,20250708
